손님,직원
혹시 월요일에 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주시겠어요?
9시 10분로 할게요.,네. 인원도 알려주세요.
4명이에요.,알겠습니다. 금요일 12시 4명으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 금요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
오후 10시로 가능할까요?,"네, 오후 10시이고, 인원은 어떻게 되실까요?"
총 4명입니다.,알겠습니다. 일요일 1시 40분 4명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 월요일에 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주세요.
1시 40분로 하고 싶은데 가능한가요?,"네, 1시 40분이고, 인원은 어떻게 되실까요?"
인원은 4명이에요.,확인했습니다. 금요일 1시 20분 4명으로 예약했습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
일요일에 예약을 하고 싶은데 가능할까요?,일요일 가능합니다. 시간을 알려주세요.
3시 10분로 하고 싶은데 가능한가요?,네. 인원도 알려주세요.
인원은 4명이에요.,알겠습니다. 월요일 9시 10분 4명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
일요일에 예약 하려구요.,일요일 예약 가능합니다. 시간을 알려주세요.
3시 10분로 가능할까요?,네. 인원도 알려주세요.
2명이요.,알겠습니다. 금요일 오후 2시 50분 2명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
여보세요. 월요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
오후 2시 50분로 될까요?,네. 인원도 알려주세요.
4명이요.,확인했습니다. 금요일 3시 10분 4명으로 예약했습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
월요일에 예약 가능할까요?,월요일 예약 가능합니다. 시간을 알려주세요.
9시 10분로 가능할까요?,네. 인원도 알려주세요.
4명이에요.,알겠습니다. 월요일 1시 20분 4명으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
여보세요. 금요일에 식당 예약 하려고 하는데 가능할가요?,금요일 가능합니다. 시간을 알려주세요.
오후 10시로 하고 싶은데 가능한가요?,"네, 인원을 알려주세요."
2명이요.,확인했습니다. 일요일 12시 2명으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
금요일에 예약 가능할까요?,가능합니다. 시간을 알려주시겠어요?
오후 2시 50분로 될까요?,"네, 오후 2시 50분이고, 인원은 어떻게 되실까요?"
총 3명입니다.,확인했습니다. 일요일 1시 20분 3명으로 예약했습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
일요일에 식당 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
12시로 될까요?,"네, 인원을 알려주세요."
4명이요.,확인했습니다. 월요일 1시 40분 4명으로 예약했습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 금요일에 식당 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
11시 50분로 할게요.,"네, 인원을 알려주세요."
4명이에요.,확인했습니다. 월요일 12시 4명으로 예약했습니다.
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. 월요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
1시 20분로 가능할까요?,"네, 1시 20분이고, 인원은 어떻게 되실까요?"
3명이에요.,네. 확인하번 부탁드립니다. 금요일 1시 20분 3명 맞으실까요?
네 맞습니다. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
아 여보세요. 월요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
1시 20분로 가능할까요?,"네, 1시 20분이고, 인원은 어떻게 되실까요?"
인원은 4명이에요.,확인했습니다. 금요일 9시 10분 4명으로 예약했습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 일요일에 예약 하려는데 가능한가요?,가능합니다. 시간을 알려주시겠어요?
1시 20분로 하고 싶은데 가능한가요?,"1시 20분이고, 인원을 알려주세요."
2명이에요.,네. 확인하번 부탁드립니다. 금요일 11시 50분 2명 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 일요일에 식당 예약 가능한가요?,일요일 예약 가능합니다. 시간을 알려주시겠어요?
1시 40분로 하고 싶은데 가능한가요?,인원도 알려주세요.
3명이에요.,네. 확인하번 부탁드립니다. 월요일 12시 3명 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
아 여보세요. 일요일에 예약 하려는데 가능한가요?,일요일 가능합니다. 시간을 알려주세요.
3시 10분로 될까요?,네. 인원도 알려주세요.
4명이요.,확인했습니다. 월요일 오후 2시 50분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
아 여보세요. 일요일에 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
오후 2시 50분로 할게요.,"네, 인원을 알려주세요."
4명이에요.,확인했습니다. 금요일 3시 10분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
여보세요. 월요일에 식당 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주세요.
오후 10시로 하고 싶은데 가능한가요?,"네, 인원을 알려주세요."
인원은 4명이에요.,알겠습니다. 월요일 12시 4명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
안녕하세요. 일요일에 예약 가능한가요?,일요일 예약 가능합니다. 시간을 알려주시겠어요?
1시 20분로 될까요?,"네, 인원을 알려주세요."
3명 입니다.,확인했습니다. 일요일 11시 50분 3명으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
월요일에 예약 가능한가요?,월요일 가능합니다. 시간을 알려주세요.
1시 20분로 가능할까요?,인원도 알려주세요.
총 2명입니다.,알겠습니다. 금요일 오후 10시 2명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
안녕하세요. 일요일에 예약 가능한가요?,일요일 가능합니다. 시간을 알려주세요.
3시 10분로 하고 싶은데 가능한가요?,인원도 알려주세요.
2명 입니다.,확인했습니다. 월요일 오후 10시 2명으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
월요일에 예약하고 싶은데 가능할까요?,네 가능합니다. 시간을 알려주세요.
오후 2시 50분로 할게요.,인원도 알려주세요.
인원은 2명이에요.,확인했습니다. 일요일 3시 10분 2명으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
아 여보세요. 일요일에 식당 예약 하려고 하는데 가능할가요?,네 가능합니다. 시간을 알려주세요.
12시로 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
총 4명입니다.,확인했습니다. 일요일 9시 10분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 월요일에 혹시 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
9시 10분로 가능할까요?,네. 인원도 알려주세요.
3명이에요.,네. 확인하번 부탁드립니다. 금요일 오후 10시 3명 맞으실까요?
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
월요일에 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주시겠어요?
1시 20분로 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
3명 입니다.,확인했습니다. 일요일 1시 20분 3명으로 예약했습니다.
네 맞습니다. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
일요일에 식당 예약 가능한가요?,일요일 예약 가능합니다. 시간을 알려주시겠어요?
9시 10분로 하고 싶은데 가능한가요?,인원도 알려주세요.
총 4명입니다.,네. 확인하번 부탁드립니다. 월요일 1시 20분 4명 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
아 여보세요. 금요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
오후 10시로 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
인원은 4명이에요.,알겠습니다. 금요일 9시 10분 4명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
아 여보세요. 일요일에 예약 하려는데 가능한가요?,일요일 가능합니다. 시간을 알려주세요.
11시 50분로 될까요?,"네, 11시 50분이고, 인원은 어떻게 되실까요?"
3명 입니다.,알겠습니다. 월요일 오후 2시 50분 3명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
월요일에 예약 하려구요.,월요일 예약 가능합니다. 시간을 알려주시겠어요?
12시로 할게요.,"네, 인원을 알려주세요."
2명이에요.,확인했습니다. 금요일 3시 10분 2명으로 예약했습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
안녕하세요. 월요일에 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주세요.
11시 50분로 될까요?,인원도 알려주세요.
총 3명입니다.,확인했습니다. 일요일 오후 10시 3명으로 예약했습니다.
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
여보세요. 월요일에 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주시겠어요?
1시 20분로 할게요.,"네, 인원을 알려주세요."
2명이에요.,알겠습니다. 일요일 11시 50분 2명으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
금요일에 예약 하려구요.,금요일 예약 가능합니다. 시간을 알려주세요.
오후 10시로 할게요.,"네, 오후 10시이고, 인원은 어떻게 되실까요?"
3명이에요.,알겠습니다. 일요일 1시 40분 3명으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
아 여보세요. 혹시 월요일에 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
11시 50분로 하고 싶은데 가능한가요?,"네, 11시 50분이고, 인원은 어떻게 되실까요?"
4명이요.,알겠습니다. 월요일 3시 10분 4명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
여보세요. 금요일에 예약 가능한가요?,금요일 예약 가능합니다. 시간을 알려주세요.
3시 10분로 할게요.,"3시 10분이고, 인원을 알려주세요."
4명이에요.,확인했습니다. 월요일 9시 10분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
아 여보세요. 혹시 일요일에 예약 가능한가요?,일요일 가능합니다. 시간을 알려주세요.
12시로 될까요?,네 알겠습니다. 인원을 알려주시겠어요?
인원은 2명이에요.,네. 확인하번 부탁드립니다. 월요일 오후 2시 50분 2명 맞으실까요?
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
혹시 일요일에 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
오후 2시 50분로 하고 싶은데 가능한가요?,인원도 알려주세요.
2명이에요.,알겠습니다. 월요일 오후 10시 2명으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. 월요일에 식당 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
12시로 될까요?,"12시이고, 인원을 알려주세요."
총 2명입니다.,네. 확인하번 부탁드립니다. 금요일 1시 20분 2명 맞으실까요?
맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
안녕하세요. 월요일에 식당 예약 가능한가요?,월요일 가능합니다. 시간을 알려주세요.
12시로 하고 싶은데 가능한가요?,"12시이고, 인원을 알려주세요."
2명이에요.,네. 확인하번 부탁드립니다. 금요일 오후 10시 2명 맞으실까요?
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 혹시 금요일에 예약 가능한가요?,금요일 예약 가능합니다. 시간을 알려주시겠어요?
오후 2시 50분로 될까요?,인원도 알려주세요.
3명이요.,네. 확인하번 부탁드립니다. 일요일 11시 50분 3명 맞으실까요?
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
안녕하세요. 금요일에 예약 가능한가요?,금요일 예약 가능합니다. 시간을 알려주세요.
오후 2시 50분로 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
총 3명입니다.,네. 확인하번 부탁드립니다. 금요일 3시 10분 3명 맞으실까요?
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
아 여보세요. 금요일에 예약 가능한가요?,금요일 가능합니다. 시간을 알려주세요.
오후 10시로 될까요?,"오후 10시이고, 인원을 알려주세요."
인원은 4명이에요.,확인했습니다. 일요일 3시 10분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
아 여보세요. 금요일에 식당 예약 가능한가요?,금요일 예약 가능합니다. 시간을 알려주세요.
1시 40분로 하고 싶은데 가능한가요?,"네, 1시 40분이고, 인원은 어떻게 되실까요?"
4명이에요.,네. 확인하번 부탁드립니다. 월요일 1시 20분 4명 맞으실까요?
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 일요일에 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
오후 2시 50분로 될까요?,네. 인원도 알려주세요.
2명이요.,확인했습니다. 일요일 11시 50분 2명으로 예약했습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. 금요일에 혹시 예약 가능한가요?,금요일 예약 가능합니다. 시간을 알려주세요.
1시 20분로 가능할까요?,"네, 1시 20분이고, 인원은 어떻게 되실까요?"
3명이요.,네. 확인하번 부탁드립니다. 일요일 오후 10시 3명 맞으실까요?
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
안녕하세요. 월요일에 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
1시 40분로 하고 싶은데 가능한가요?,네. 인원도 알려주세요.
4명 입니다.,네. 확인하번 부탁드립니다. 일요일 1시 20분 4명 맞으실까요?
네 맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
여보세요. 월요일에 식당 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
오후 2시 50분로 될까요?,인원도 알려주세요.
3명이요.,알겠습니다. 월요일 12시 3명으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
월요일에 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주시겠어요?
1시 40분로 가능할까요?,"1시 40분이고, 인원을 알려주세요."
4명 입니다.,네. 확인하번 부탁드립니다. 일요일 1시 20분 4명 맞으실까요?
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
여보세요. 월요일에 예약 하려는데 가능한가요?,월요일 예약 가능합니다. 시간을 알려주시겠어요?
1시 40분로 가능할까요?,인원도 알려주세요.
2명이요.,네. 확인하번 부탁드립니다. 일요일 12시 2명 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 금요일에 식당 예약 가능한가요?,금요일 예약 가능합니다. 시간을 알려주시겠어요?
1시 20분로 하고 싶은데 가능한가요?,네 알겠습니다. 인원을 알려주시겠어요?
인원은 2명이에요.,알겠습니다. 일요일 12시 2명으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. 월요일에 식당 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주세요.
3시 10분로 할게요.,네 알겠습니다. 인원을 알려주시겠어요?
2명이에요.,확인했습니다. 월요일 1시 40분 2명으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
혹시 월요일에 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주시겠어요?
9시 10분로 할게요.,네. 인원도 알려주세요.
4명이에요.,알겠습니다. 금요일 12시 4명으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 금요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
오후 10시로 가능할까요?,"네, 오후 10시이고, 인원은 어떻게 되실까요?"
총 4명입니다.,알겠습니다. 일요일 1시 40분 4명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 월요일에 예약 가능한가요?,월요일 예약 가능합니다. 시간을 알려주세요.
1시 40분로 하고 싶은데 가능한가요?,"네, 1시 40분이고, 인원은 어떻게 되실까요?"
인원은 4명이에요.,확인했습니다. 금요일 1시 20분 4명으로 예약했습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
일요일에 예약을 하고 싶은데 가능할까요?,일요일 가능합니다. 시간을 알려주세요.
3시 10분로 하고 싶은데 가능한가요?,네. 인원도 알려주세요.
인원은 4명이에요.,알겠습니다. 월요일 9시 10분 4명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
일요일에 예약 하려구요.,일요일 예약 가능합니다. 시간을 알려주세요.
3시 10분로 가능할까요?,네. 인원도 알려주세요.
2명이요.,알겠습니다. 금요일 오후 2시 50분 2명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
여보세요. 월요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
오후 2시 50분로 될까요?,네. 인원도 알려주세요.
4명이요.,확인했습니다. 금요일 3시 10분 4명으로 예약했습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
월요일에 예약 가능할까요?,월요일 예약 가능합니다. 시간을 알려주세요.
9시 10분로 가능할까요?,네. 인원도 알려주세요.
4명이에요.,알겠습니다. 월요일 1시 20분 4명으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
여보세요. 금요일에 식당 예약 하려고 하는데 가능할가요?,금요일 가능합니다. 시간을 알려주세요.
오후 10시로 하고 싶은데 가능한가요?,"네, 인원을 알려주세요."
2명이요.,확인했습니다. 일요일 12시 2명으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
금요일에 예약 가능할까요?,가능합니다. 시간을 알려주시겠어요?
오후 2시 50분로 될까요?,"네, 오후 2시 50분이고, 인원은 어떻게 되실까요?"
총 3명입니다.,확인했습니다. 일요일 1시 20분 3명으로 예약했습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
일요일에 식당 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
12시로 될까요?,"네, 인원을 알려주세요."
4명이요.,확인했습니다. 월요일 1시 40분 4명으로 예약했습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 금요일에 식당 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
11시 50분로 할게요.,"네, 인원을 알려주세요."
4명이에요.,확인했습니다. 월요일 12시 4명으로 예약했습니다.
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. 월요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
1시 20분로 가능할까요?,"네, 1시 20분이고, 인원은 어떻게 되실까요?"
3명이에요.,네. 확인하번 부탁드립니다. 금요일 1시 20분 3명 맞으실까요?
네 맞습니다. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
아 여보세요. 월요일에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
1시 20분로 가능할까요?,"네, 1시 20분이고, 인원은 어떻게 되실까요?"
인원은 4명이에요.,확인했습니다. 금요일 9시 10분 4명으로 예약했습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 일요일에 예약 하려는데 가능한가요?,가능합니다. 시간을 알려주시겠어요?
1시 20분로 하고 싶은데 가능한가요?,"1시 20분이고, 인원을 알려주세요."
2명이에요.,네. 확인하번 부탁드립니다. 금요일 11시 50분 2명 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 일요일에 식당 예약 가능한가요?,일요일 예약 가능합니다. 시간을 알려주시겠어요?
1시 40분로 하고 싶은데 가능한가요?,인원도 알려주세요.
3명이에요.,네. 확인하번 부탁드립니다. 월요일 12시 3명 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
아 여보세요. 일요일에 예약 하려는데 가능한가요?,일요일 가능합니다. 시간을 알려주세요.
